PCA 0;PCA 1;PCA 2;PCA 3;PCA 4;PCA 5;PCA 6;PCA 7;PCA 8;PCA 9;PCA 10;PCA 11;PCA 12;PCA 13;PCA 14;PCA 15;PCA 16;PCA 17;PCA 18;PCA 19;PCA 20;PCA 21;PCA 22;PCA 23;PCA 24;PCA 25;PCA 26;PCA 27;PCA 28;PCA 29;PCA 30;PCA 31;PCA 32;PCA 33;PCA 34;PCA 35;PCA 36;PCA 37;PCA 38;PCA 39;PCA 40;PCA 41;PCA 42;PCA 43;PCA 44;PCA 45;PCA 46;PCA 47;PCA 48;PCA 49;PCA 50;PCA 51;PCA 52;PCA 53;PCA 54;PCA 55;PCA 56;PCA 57;PCA 58;PCA 59;PCA 60;PCA 61;PCA 62;PCA 63;PCA 64;PCA 65;PCA 66;PCA 67;PCA 68;PCA 69;PCA 70;PCA 71;PCA 72;PCA 73;PCA 74;PCA 75;PCA 76;class;img name
8.451301477307624e+31;-8.954841914929555e+28;1.0081339057756437e+28;-1.481326072836468e+24;7.560049436183804e+23;-4.947598789095508e+22;-2.0673072941054076e+21;-9.696175074061719e+20;8.407421394971976e+20;-3.323260193830587e+20;-1.8642251758777016e+19;-9.153100548763615e+18;-2.8817496701124676e+16;9.885242998150226e+16;5.669060070947545e+16;-1643039200818407.5;-4199041335183386.5;51930514153513.41;-85816383793564.72;-82507441075.0405;-271895633743.13913;598815525816.6355;939986221.4367656;-8864973925.786661;-1651753192.1888688;2710391952.5060396;2066823373.7837512;-3400005537.8827434;-102303146.65110403;-59545235.55027347;445108504.8005706;288307240.28340065;-258929153.50698614;-207288040.5209425;436391638.4804863;-666968860.6443137;177474466.25904122;1107936850.2102084;355751762.1243932;897263970.1258215;-623207483.3246437;-125607275.8470906;409199651.14491343;-36540361.34372076;-103694742.6864035;38894388.89882885;22539640.759057645;-5321284.193699759;41927694.08351046;142775548.92357504;-44059254.20346868;-39453433.24353726;-30933777.67099154;10890053.367979955;-15926532.4156901;-78582672.45123862;-14232479.148727313;-24959954.436699778;-20070304.78163756;45566972.84925341;-7580286.188990471;18132409.06736231;1903782.8092384608;11579437.585536622;8504196.878749015;-5256415.150826397;-13455122.018605322;-4969522.967470808;-647773.9914406494;4096565.4645319334;3376915.463974135;-787478.0813637325;3291154.239022104;-511042.2042279598;206577.4713226629;448773.4018679207;247528.2408357895;OSCC;OSCC_100x_21.jpg
-3.9379011561874164e+32;-8.685269412016306e+28;2.366036968589716e+28;7.602474817221876e+24;6.395457086789234e+24;4.8265974144091497e+24;-1.0229974963265923e+21;-3.7691449099094065e+21;-6.247870635520128e+20;5.8966399143209435e+20;-3.8528896090684867e+18;5.732058946024024e+18;-1.1065511366758761e+18;2.946820633162643e+17;8.435824582214038e+16;-568275499635280.8;-866999698252112.2;132749241919207.86;-138490900615050.36;154217153087.20993;190460025306.69675;-112805902652.10628;2348871519.591821;-26602736610.281746;-15791724706.834106;25074684469.14984;966377678.179036;778033966.9472221;2162206155.9108996;-5584129812.185644;5912260584.618685;-323695896.8033552;2373451281.8089275;2987705861.725429;-325644632.1082243;-733689469.2973752;828750116.0376279;-2924566111.6175;-3364374052.5523963;-708901792.0513724;17286607.214835238;-58054644.5504419;6779975481.929616;-36910679.95782102;422584855.6469572;-158319179.84494725;108135714.55349727;59396411.35372137;109033825.92287867;18363862.59880579;114248768.27199963;2652699.5506485067;-7479683.121203366;130557085.66752513;60264239.19793615;124539964.98670882;-25295485.20307962;57604814.079175;59202691.66682304;-55370484.198068656;24525550.296209566;-118985783.04423171;-26750080.27309668;5096574.427568424;4738632.973240116;-4990922.772788314;-6498766.254911939;-1734308.2660887549;-10695305.201353742;-2010439.1095813012;-3695319.549795986;5511103.57639233;5674142.152168145;3979401.491066673;84347.55502120875;-300918.81638448394;-782379.6814956786;OSCC;OSCC_100x_199.jpg
2.404692366102546e+31;-9.683980481783854e+28;2.5646725430536565e+28;1.2653384444671783e+25;9.441997058888514e+24;4.644147449534611e+24;-3.212984557922095e+21;1.6412842139014036e+21;-8.799295810147763e+20;-1.7729462019630848e+19;1.5498249625160593e+19;7.318574596985684e+18;-2.9581983252664096e+17;-7.152317806832462e+17;-1.3690925404519104e+17;2339473074929894.0;543510653078377.4;-62318574421814.11;-133005317038124.8;-86956644611.70274;-37398482429.52052;269881973824.05283;83887442.57599339;-4272165096.788567;-2108968967.0314355;668696769.3950154;38505050.83335591;-1615798791.3374836;-236994893.28830165;425847607.3168809;-939696097.339027;-257129917.04304388;507900060.3926152;-440839295.2374384;-286962872.37630916;-236437313.78301832;-334242005.681965;2762691518.769577;-291290467.81241536;514071274.7206285;356341982.9009781;532677969.8221936;942421140.80529;69931335.57692806;-56836019.952340186;-108000636.05348326;22425060.652519748;-146059179.95838755;29605718.8105881;-36241964.48963998;-30040307.428522255;-2015463.5441887418;15754901.601764405;59625770.49931591;15792012.491871841;-5974002.384672955;83587303.99886203;13951826.396135457;17292967.234972596;8061779.760654739;-12667992.780835869;33123644.70482338;3224904.233982039;3040683.3581161164;1402094.8378215015;-11234425.703942789;82694.0096027141;905084.3431251879;236392.09606767882;561932.9524784749;-578339.5716130793;-1656352.1738096625;1505367.5547777482;-567698.0034962326;178415.25704864558;345294.6863385738;-243189.84674030278;OSCC;OSCC_100x_379.jpg
2.500782753033777e+32;-1.0285733621800208e+29;-6.445925339941487e+27;1.5044310504051561e+24;4.2174391482247555e+21;-2.5602370980563154e+24;-1.6303493295183807e+21;1.6535482408309467e+20;2.6830278620265447e+20;-7.179760313154892e+20;-8.248048606635234e+18;-5.160091231718802e+18;6.183738760600552e+17;1.6060128306697418e+17;-1.241034485816822e+17;-389561434103222.6;-238538698775505.94;-165440043820025.6;197880109756553.8;456530032367.2451;-17416226622.752922;45152470963.16557;542376546.3402623;-3613488739.2805185;4050974795.7649026;-2364474816.4961047;-2420758167.1611753;-6004852406.292267;-868481341.9064342;-6229248194.407042;-2020964666.900771;-58992902.92706238;3669333051.4106636;-1730209657.9945247;-572570445.6718963;3844710768.6983953;758614781.0722163;-603228643.6083015;823089555.685523;2612114927.9147935;649990736.3845253;211412403.80618945;-462794260.28487957;375796927.32151204;714523822.8491228;124894683.82536553;109765455.55729297;-211962138.48760414;-68537926.59619464;-108202.33358503343;-43897063.807193056;-53176333.09172303;11929294.199295528;107136401.62098901;-47440225.576004446;201172851.43827245;188474799.37169883;12230917.708123995;-39620526.38399983;27760296.769844703;-13344579.843578953;20772053.0821625;9566495.456494315;10464242.507190187;16279740.227709748;3006205.87595327;-11676308.230404496;-2527213.7065604334;-1309520.0306733553;2764672.0159215927;-8131206.1113129845;-5122653.196223363;5577322.9587479625;-265779.48829742655;389927.1326121587;-445746.9583076125;986179.8128790596;OSCC;OSCC_100x_120.jpg
4.296669373170063e+32;-5.78010880813291e+28;3.6589862796668374e+27;-1.6526488403559115e+25;-3.0570479763852397e+24;8.447554163015212e+22;-4.441707478734431e+20;2.3035741446532303e+21;-6.074282809746312e+20;8.042330376277486e+20;2.2047810184352852e+18;6.949160279495453e+17;-6.422852926392415e+17;-9.110916727789815e+17;-1.0125545621995406e+17;368197566204757.94;-437001682827027.5;86800749376475.0;19587855122405.652;-384086409616.2337;-98638123301.19614;470247289128.7344;529987261.517318;-36517740725.68605;-9137956815.118423;-5383607240.493904;-2723465520.6787224;-9912407861.86947;-1497207483.0731614;-5502217801.955663;-4051306454.5991497;180904026.91372925;-1280585374.5732584;1303819782.126616;-4533473990.60112;-2187466919.911759;-2136249876.552467;5958698702.388784;1265259599.9533184;2850927744.161292;1548489688.802948;900356610.4173425;3506611141.526686;502028353.2334853;814932515.8293678;112119518.74365601;141127467.92746451;-35713977.50940753;161367917.04152596;116654513.19925058;-150780280.3148687;18476153.39758694;7760372.111397285;46567892.36318352;-49515579.51433373;-212537815.16771805;362273510.97910976;-40065306.54441375;2423205.702879432;-142582137.08405104;-38518870.85305196;119341925.88140137;47983789.24948487;39566478.14642465;36532499.63118836;-14597398.688105648;26966973.855259556;13292474.576075725;12224040.080340499;-3434239.404761508;1358621.8331899138;-7342877.751120528;5816451.571448818;-648112.0191931973;972954.4834310499;-348323.1018041874;538449.8357865922;OSCC;OSCC_100x_102.jpg
2.0377486990511186e+32;-1.2914696270410946e+29;-2.869428458093765e+28;1.642980140671695e+25;-5.3359044035531525e+23;-3.9390315821650734e+24;-3.8960475380454255e+21;3.719878740315207e+20;-7.447724389365218e+19;1.0077488334230063e+20;-5.0351545574235e+18;-2.123117607314425e+18;4.9375385013884384e+17;-1.2365009846365787e+17;-1.9668549396973946e+17;-371952250285289.44;-519327357022957.5;-59817335160213.85;94199810660691.81;-49003869590.2476;-40932018234.94626;59938576850.723724;-637374898.6163541;2750831212.984422;-1100809481.56703;6918846574.559967;503443048.27329934;-3615375735.137665;-434166775.8102072;3306894338.1668415;95073158.73883;397240917.5759245;133101364.12930326;-3179066440.7691936;-3158131221.281923;-2268463871.261977;-194044141.31653243;85199402.3131656;1001406374.9938668;-232079983.83319208;386464933.1318025;-786030391.504555;-464970593.21230733;206397911.90601367;156036363.8774274;30261555.70450292;-131949491.66056123;-197263081.64019394;104769255.43155634;77184780.63948779;-68801466.1013586;-44468472.63410978;-12906470.575101893;-98435204.49462645;-18580386.71259606;60663069.694135666;141479030.21888068;-57993599.490187675;-17752212.145690773;63306386.40359796;-13868300.514585946;37355109.866816096;5730284.260446017;-11562771.010344613;-7236470.702262939;-10993684.381037438;-14701997.403851742;-4256933.813557886;-188235.36167047443;1566210.3520301138;5167195.00326467;-2030336.6557831068;2022949.2282960082;-847783.6413131941;425801.8447642718;-278091.61394525407;320202.35766937624;OSCC;OSCC_100x_12.jpg
-2.0145126208622615e+32;-9.330510105569254e+28;6.447130120027599e+27;2.1747595673393724e+25;3.215637774020653e+24;6.53481948374494e+24;7.683365093714834e+20;-3.3948019550325813e+21;-1.5041085758509047e+21;1.4830070491088306e+21;-3.1278893912029276e+18;6.502583816110893e+18;3.29259710956859e+17;-4.796593296928737e+16;3.945176519255703e+17;-614054398318707.2;-412440339218697.44;-153394571421392.4;-33064758094459.863;-54525650296.90079;-132140554305.7867;72137931540.80843;2063756171.8684435;10073658966.275465;3521845348.7586784;7132366505.415376;376322479.91308683;5335705608.755073;1352502253.0597832;-2041474874.1929464;-899342519.9488986;-57036039.80287765;-1159165496.5216765;1098967070.0547917;2470708835.608343;1173835870.9020045;560503660.083307;-1189429204.4666576;-1454788321.1659148;-588425625.7643392;568138521.4333344;-633615070.8194822;-778003094.6031481;13026540.069965811;-561964549.328261;29586501.19723525;108096323.06381522;81436190.53185397;-83255789.53703879;-46525298.27923059;77994882.81370477;40743594.02075419;-34832398.71701501;5850986.4054355;80158436.71614194;-125463023.89549708;26164854.867565926;26901886.10189996;7964469.097863;-47601374.74381249;14249134.457397014;-21092227.38203688;-24237437.37257579;-20962435.63470921;-1675769.5470777887;-13409067.040311165;-10673343.014781823;-4316127.604191246;-2235987.602214696;-197173.25563603992;1903685.300738106;3024660.365748417;1968491.7276561202;1079993.5068533127;-343259.98226969194;501344.5624582827;-549555.1025642311;OSCC;OSCC_100x_210.jpg
-5.1015997436930185e+32;-8.497784962233997e+28;-1.1268082765042782e+27;1.016765140054884e+24;2.7572485580188565e+24;-3.778336102556915e+24;1.004201864586014e+22;1.7734535467013217e+21;-1.5084361769733852e+21;-1.2523052497629793e+21;1.1269534919119182e+19;-8.627378434705923e+17;2.3050832030332653e+17;7.675145112523762e+17;-6.191060782491574e+16;1637121732546145.0;-572289713028540.5;-71212254234109.78;32986930942438.273;-146466376333.73642;-236253976183.42856;235364524890.3332;2631126550.3368735;5607736273.804359;-1415350363.0865123;5534008043.7632475;-2404498279.087409;12690191494.171535;2147825846.8205924;-1648805095.8911986;3879846394.191792;-566719833.869442;1539715003.971923;5102986734.347366;13117412.975873346;4588907701.1894455;1097488957.3865426;-5938231330.304049;-2791244004.696796;2811555773.287536;-4087044662.602886;-1147583443.8668885;4189111317.837752;-231048905.7025864;-417190083.17678165;-121713609.14320183;-151684840.25335804;163445030.3108796;-1730782.2430930187;-68751340.02890916;240683923.4683681;31576853.464069963;-38796228.126060925;-89031010.84231052;38040293.94819375;-138121739.01910204;-618764595.7962157;-179510648.69790515;80098581.85148224;-225740178.3825066;35201117.394488595;-168927240.7402668;-27319284.372010898;-3425306.112859049;-2835013.8963609883;27648600.16276605;-9294119.925482646;-6951148.649073328;-6269935.563984051;-2872035.8137298394;1070300.9699231843;6397569.14341292;-4286292.932468348;3380878.2827311717;-2043897.1351468829;2340604.549360666;-1543334.1823876915;OSCC;OSCC_100x_300.jpg
9.990907752016808e+31;-7.805328056184547e+28;4.0370442565229506e+26;-4.3621154874141676e+24;-5.6208394402183795e+23;4.585765637697014e+23;-2.7692632444297984e+21;-4.3171348936876445e+20;-2.3787270717434524e+20;3.4588704694117715e+20;5.570398354017702e+18;-1.3339585808242435e+18;-9.569499617561787e+16;5.6468003703821816e+16;-6.229586984983169e+16;-318402225816385.94;-705228865060770.2;-22691215210623.6;-27682019430248.35;128259102425.5222;24299850761.92497;-51252907602.929474;-693690677.9749343;4256902313.6364417;1696976847.2725248;-1498484597.4546824;2038993.8690348295;-170750881.16664016;-916811130.2745929;65953433.103646494;-806683902.1382526;-37774394.651122496;-317067137.09712803;-911457194.6009494;-736401132.13803;-164408040.48519394;-704829219.2596687;-577275391.7083305;298475467.94327164;508380804.31145793;402502586.5031592;204910632.18401667;-545358658.4674165;81511804.2612268;-137339796.75371763;26019352.83899209;57535698.49019217;-104806200.94069175;2203151.8273960482;-23625389.206226964;-44853131.416640766;-30697414.36529251;10099488.270069052;1349659.5172469239;-19789302.43097668;34753892.74446603;88643922.11629343;19029809.057059646;-11919364.580163416;57476023.81380354;-8158925.328468485;16362900.019090813;585879.6926564455;-10126947.614253253;-14636947.953307424;-3098204.4006070984;-19839440.73773914;-7476207.571224051;-4288436.294084754;865970.5910798397;1733040.2881688902;-902018.44053087;1346077.0633182416;-532706.478333755;335441.8054877221;30687.662642690986;301008.0124977927;OSCC;OSCC_100x_30.jpg
2.760111897949312e+32;-7.878649602576686e+28;-5.649983558035961e+27;-8.61976912081533e+24;-3.610511568911289e+24;-1.0708803956628192e+24;-9.01833108190673e+20;4.7791742710630325e+20;3.1960127865421044e+20;-1.0609434181008246e+20;7.358713781336602e+18;-2.1632406444469727e+18;-4.812804439813118e+16;1.0756907905578222e+16;2962438442783296.5;404806355404690.44;-215205895251927.1;-29604502767209.88;100012067750709.69;102688678725.60619;-78537280164.8545;223814430557.19952;-1828356928.2313416;-3627730881.363021;3799770137.5261884;-163110129.87647098;-3131958801.970057;-6482633021.486473;-1119311705.1597698;-2556476993.5683956;-480429053.0607678;38022676.53019932;452148364.77290595;-1307762117.1764386;-1355368097.8898826;-4024564503.1356936;-149274478.11587802;3302504137.0797577;1789141150.301327;-160736187.63662592;-2760776898.5475173;417721994.0928225;383451102.2619561;259490302.04531905;-403824265.6295894;94721593.73956521;3974708.1402571537;-262273477.2699761;-43338449.82843356;-25094533.346745763;-64528263.50407593;-68889663.93199891;32567192.68983981;71488135.52141394;-26778851.984061163;106074633.25924069;396503724.5902588;-98141917.42327619;-17525302.746105194;-29975148.372482948;-17210235.798663314;37197539.81370106;13016075.728569187;-23740991.114415582;-18150601.070102658;437767.5171787644;-21387926.613108736;-7916662.601478741;-6738252.0706487;391615.8422166348;-57204.98478364149;-2886971.174923589;6955410.786257816;-412695.4970063119;744853.6157377266;184376.86770722317;1302000.5466216824;OSCC;OSCC_100x_289.jpg
-3.2341171622854113e+32;-5.170695266992354e+28;3.365140191114362e+28;-1.0607644412572653e+25;7.08166559882628e+24;1.9641601200789442e+24;-2.6707474786123136e+21;9.693470383475242e+20;-1.6921682008542295e+21;-8.526939953974995e+19;1.0105550322713797e+18;-2.619469365879847e+18;6.910714457587953e+17;-1.0067374638371615e+18;-8.322427816191325e+16;-966399744882783.1;-1547911734195483.8;-87955494426533.9;112192611565222.8;-120487542465.9673;-48118165341.8598;351606520550.6199;6978727272.76749;-6123972193.012818;-5399755376.967913;10744850737.951187;521745458.3788718;-1051447472.6058098;1969718851.980091;-6006535093.799313;-2252780700.633871;8620546.343303017;689837922.6247526;126302082.41103989;2601108754.6677294;2740121309.2984595;690347355.7757308;-720115981.9145625;-1335629433.7056904;101061084.29851492;-484407099.7355873;-1275085959.9168277;32456098.827983163;-33560424.03464682;173253827.92161602;-157547241.05093125;-49891582.3656233;213967160.87679666;-117543634.54059677;3086689.8732140623;114305618.38798133;-7082606.21519172;6199614.169042144;-112605512.25672668;18173291.302878518;-134808464.94898334;-490894368.3567255;121494034.73322739;4758802.055053201;-158737185.09248114;14262152.914264854;-71508062.91109003;-5016917.221763289;944120.4229725259;-35339747.687563285;12579004.751794448;-9575974.770738726;-4277038.7949585635;-3503626.862592625;-1443622.4640246874;-274034.3663102476;3545965.4417222342;-127083.10209776771;2047430.2656937735;-1027942.4083916469;818683.1589347458;-396587.6578174207;OSCC;OSCC_100x_388.jpg
3.383713237001629e+32;-7.842385287493335e+28;1.2040061194750491e+28;-3.825555105114267e+24;-2.2183479794512865e+24;8.823100795966903e+19;1.252427187309123e+22;2.177130053235011e+21;5.377601553279741e+20;-6.09539754806538e+20;7.288909828627042e+18;2.1361805390241302e+17;-4.510395451943448e+17;2.4328922368554602e+17;-1.1964688974740282e+17;765663839324475.8;-2745666128289203.5;-6989232993431.975;-9565103283336.35;151107241094.4323;-70671664058.03416;181342427362.8716;-5815643221.427251;-60402014353.07253;-7427927159.172611;-7238221454.577031;-80643269.33041808;1565513601.3406348;-2045794478.9419763;512577157.5935374;-4157317617.1211743;-128212821.49895601;-357869185.9004015;454362940.3135971;1645921926.1039145;-5307012721.37676;-2194684565.0891585;1686594600.9069903;1041370861.0131708;539951105.773309;1301704688.2201233;1139583140.246648;-4880296695.621285;326540650.1205305;244531978.46083602;-42735462.45065589;-37603148.602389835;-236260904.66873464;173707897.8522913;99193489.29667735;-116957858.81076232;-123762577.50746547;-22297623.26762847;-164136275.243741;-55950317.47896064;85003941.87234025;250925194.69476935;48780160.11167267;-50394659.85196108;-39178961.63011192;-29754077.382251702;51205392.128796786;14603406.519388743;24158216.06847436;-13848629.067876393;-12622372.491692038;-7118080.85784006;1916025.4890275493;4161294.4312311276;2800051.6607741904;-6183249.794598166;-3857082.5144290207;2961300.5791108264;-2906011.2871352606;675819.104488664;107691.6638109302;1172457.2723185928;OSCC;OSCC_100x_111.jpg
5.908235166707267e+31;-8.543729625044552e+28;-1.734196259950556e+28;-7.836072922074385e+24;5.820227766801057e+24;-5.030279689206555e+23;-4.933077034408808e+21;9.87480379845777e+20;-2.163127123655347e+21;-1.0570907209433096e+21;-6.884397906722467e+18;-4.000169867138456e+18;-7.941889962415464e+17;-1.4181570329306843e+17;-1.1167069587768608e+16;-528187623108027.7;-265517212107333.28;36812788262765.98;151841490182855.97;-192634010079.58826;-41557354288.875496;-15228993194.031687;183592448.3773368;-939746934.7709551;626809043.7238617;953660381.033321;-586137467.2076986;384463010.8656438;113146352.28303865;-766396219.7631794;-334019258.1920059;-250573907.5652691;444845963.1792132;-280329847.0780438;-77660142.9691819;-224054084.59563997;-353909260.12221825;-541467539.3291066;212760988.07660764;-51958763.65729788;-83370907.4593193;-154655679.1324031;324856208.3132988;61746055.876441166;-126664170.55149943;-78673411.6405988;50048686.3560261;9284506.114956005;-16886993.31104865;29556073.68868247;13201545.672582928;-21683710.229033154;11557341.730861241;8769304.119165367;8721460.288011359;1297806.396508321;28066774.069092944;18482692.350487508;13222884.358269587;-4013133.3234391734;-9051600.780046185;14043229.00190719;-2298107.9297128357;-912125.5081942268;-3424808.931846915;-5669836.505736212;-888695.4126572035;-1116916.0189635358;219041.22250881747;394757.20350335946;-634266.3472241889;-301507.5508254094;-153212.9606451645;-300226.0774321283;80793.22133331106;-328941.6614263492;473182.2759584566;OSCC;OSCC_100x_187.jpg
-1.0082134607622583e+33;-6.850641374498606e+28;-8.493422921317145e+27;-8.146040532164397e+24;2.050967747245554e+24;1.080744420260241e+24;-1.7840710518927112e+21;1.2380253037176373e+21;-1.3605242869643138e+20;-9.08871320128765e+20;-9.901833425466307e+18;-2.1312807722912945e+18;6.611351884316772e+17;-2.0680981663081443e+17;8.034275449920136e+16;-644436593620995.1;-665802567789813.0;-54429021734997.11;-39411279299667.14;308729385510.8422;34732283793.96839;-197024555071.56833;13186054965.087568;6327078849.358075;-44296169749.45521;-43903309223.52342;-9958625538.44444;1917295135.6258445;4956811375.868848;10041880410.993998;16975739779.391247;-77537109.4833245;-4027333472.1173716;-3250144549.034586;-469126950.50569946;-17437361542.407017;-959053477.368708;778119408.3476212;-6778593619.532118;-4729631622.5619335;2387935091.7045445;-4362790442.4712925;3399663841.191082;389484541.8433769;1279602383.7467132;-388238993.7935336;403092365.1940726;268160733.83243614;51573873.83825201;-137845250.29737464;395664132.03577083;198602945.18701458;66461438.62843653;623914882.3229612;42702701.721409656;-648450459.1614053;-90252326.74256147;764636838.8403182;90406346.31077431;425907914.88567394;68323234.15940759;-320740024.5099916;-53920688.39866704;-74111297.15601039;101265356.59376475;7649648.902292183;28673568.19442713;2474401.392025926;-1578613.570375002;-13204623.390204808;-3392691.805830968;19238463.840799402;-3030355.6281933812;957844.1729032343;-2103644.6410229104;2164473.8978118794;-2377420.794974248;OSCC;OSCC_100x_349.jpg
6.005877596244523e+32;-1.0259767608242346e+29;-1.536004763327735e+27;8.56078073480888e+24;-1.0841942846414759e+24;-1.0181286686903694e+24;5.221188390705892e+21;3.8862039300296547e+20;-3.2385105352882985e+20;1.7839300925013344e+20;-9.125417334870363e+18;-6.057929562874916e+17;6.188091419957571e+16;2.8857110663348516e+16;-7.0554274030692904e+16;-61965888847750.49;-117333888886139.9;-106518011124650.72;77896298535895.06;375893545532.1434;-52589766886.73435;85061878705.51001;-4842117431.3889065;-6858463096.555052;9164285312.11406;13569462182.47174;-13997946061.389925;-4966987352.849196;-2383590787.495367;-2629785022.0994635;-1893841994.3838453;-487406086.00424117;635878619.7802435;-1679345456.7177155;3249340322.694328;2066851467.523342;2255604428.5849953;7805869557.752745;3607183730.5966244;306828803.3932056;3145286899.015581;4915402459.179369;-620363979.2726934;413350692.30124086;163046974.89468035;213374337.25123727;222535114.65182626;-171979640.0225398;141785855.86418232;35842111.87425836;-167177832.5488815;-15283378.374021756;20156801.8495883;224415026.29141998;-93544455.73888426;237417364.94923753;259997501.4270275;35020285.222194806;-64865952.99075623;264532061.94249204;-56124518.5180637;178590546.70034567;24677777.697980072;28317159.545405533;-9569549.490168495;-1972122.6911321657;-18073276.419194013;2116409.7533056946;285160.9983098313;9509959.492837062;-5757288.279132038;-6144868.741011797;7055698.259934476;-3766179.8800863717;470581.89125944214;-1995298.3666350448;-795470.5631830073;OSCC;OSCC_100x_169.jpg
-1.7139937197056807e+32;-1.0402304665245633e+29;1.7934302535798087e+28;1.6524574656492468e+25;2.008357668718445e+24;8.510415711287456e+23;2.986750084021242e+21;9.23946914355498e+19;4.0368712094504754e+20;-1.7879551247058253e+20;1.5259851129823463e+19;-5.318391717545783e+18;7.784197640479112e+17;1.675693882465278e+17;5578559418247182.0;386375069112477.75;-640107931268169.5;-14217534041029.322;16464564963636.834;249073540103.49838;-126285802235.23192;396213873603.7821;2342224516.154813;3267455412.7777843;3878536511.158382;1561928717.9796915;1520198105.9636085;1509721783.128522;983551703.4820473;-1753317193.449102;-414588160.8488263;127272584.71772039;-5833541.861409813;366171610.8225234;352643.4122779108;519602975.9307899;43602625.334608346;-121962200.04832454;-1179742630.7660081;669026945.6025691;215792302.75206077;-130052998.80119148;-691240299.7903693;3558733.2805702263;-37250393.70757817;-35487670.349550396;-86294936.26859027;-54089247.290538855;-33394577.043003965;-85845190.71619216;40321924.25489625;93222575.80255307;-30550113.16641387;-138385061.02903116;9718776.69326698;-6900114.643628002;133853688.0022874;-42614062.90235669;35557946.51809418;62829591.25205936;14091949.515103124;-25090348.66401747;-9391382.35488096;-28161989.701843936;-1771009.6977564034;6571049.992464354;-12752448.459050976;-7466850.466335482;-2919989.1685277503;2001095.2561386146;3464761.20515606;2262115.091475254;-585241.5921395196;492186.62211313285;-344727.32486908644;-32818.00219058952;-944751.0498385478;OSCC;OSCC_100x_268.jpg
1.132037707737871e+32;-1.2730271954045812e+29;-2.8018696118501074e+28;1.655266476661543e+25;1.539408826317507e+24;-2.685994639216305e+24;-7.529248232273637e+21;1.3993581984882118e+20;-7.248948212828179e+20;-2.138428156088458e+20;-1.211917320825806e+19;-5.153855790269468e+18;8.13933130203177e+16;-7.115549072773273e+16;1.5500873862746578e+16;-1088217973308247.6;-843147835184032.8;21519694260032.973;92261187597697.55;-15355084005.877884;-47985824715.74672;-91974420377.1299;-655120373.2189558;-5342067083.597045;432470718.41918284;2542404190.0717;1154947872.145611;-2226391982.7401013;339819672.33767545;-934671323.5934867;-1024435238.9971673;154395531.72998163;400914083.7244594;-1820857941.7751617;23953816.717600662;-464338995.9116999;-348423523.1579975;-340639557.59503824;748456639.424447;233081067.323604;-64242895.88665127;112808208.07144496;60293086.57873874;158176912.38038886;20575711.581756864;-10163008.023450397;-45218448.38701705;-25327931.31895034;7003331.703612268;26737961.43169886;-11676748.612860968;-35102432.25563313;-13645028.112934615;-33200392.594243888;7573854.135589235;-31406984.631879758;94543945.75442283;15595257.295596266;-7401281.268074523;-14037866.912021408;-13370558.78055261;20921754.27873501;-4227169.101488947;594864.1086314797;-1371832.2185868789;-7208520.38937291;-11987417.974769253;-4097834.3761337777;700399.5274740631;-16520.08364911989;260267.80782597177;-518692.823143254;770740.8715059157;-228428.30918384943;121561.0442866279;451467.30027415854;-254878.8661876721;OSCC;OSCC_100x_88.jpg
6.633404659395526e+32;-1.076385119821263e+29;-6.2671626691235e+27;4.485821193026575e+24;-1.2190536385500045e+23;-9.444610046494505e+23;-2.7877891410085775e+21;-5.4733628900295926e+19;2.8292170708399247e+20;-4.705987042637403e+19;-9.753539235869448e+18;-9.31835472566147e+17;-4.032823145906744e+16;-1.333300264982985e+17;-5.6120502508805016e+16;-59364573973055.766;-363709040587593.9;-19585994574310.605;-71398942711852.22;-160963417478.9608;86961770733.8347;-64604199756.78701;-3568510903.256647;28101349891.029655;-16579050362.558678;-17250408867.817356;-2537128056.8314724;-10383558627.631289;-2353142839.733382;8795563514.703457;-2125829171.9781582;182005845.65416738;68431567.03808735;3149291558.5926623;-7941301080.456488;-9501193430.221554;-140678194.20593512;3461475233.4301705;4279092336.4354076;403717223.22587085;-155462141.9351886;-1826112007.1419055;4466773107.140494;636829639.7852075;321273061.72434324;312171878.12489176;269258252.0684318;-390142637.06248975;472721919.07483673;121093040.6892574;-280868142.49965626;-155446225.73358822;-201750484.77379522;309891907.5286686;-84615783.54157472;209972938.67193598;837123944.5340536;-178266651.1244577;-50486995.74308608;-75198610.13554744;-54286080.623911604;208489774.8647963;32922939.59236261;31067471.64399049;7536319.520873986;40256755.59048594;-358579.4412956516;-166734.0950345355;-5343283.860657873;1789942.7680144354;-24388871.22633081;-4782982.408935916;8232944.627966098;-3638257.301212167;1743604.1489668153;-239511.91515665816;1446667.113786957;OSCC;OSCC_100x_286.jpg
